Term	distance	Annotation
GO:0042179	3	nicotine biosynthetic process
GO:0042446	3	hormone biosynthetic process
GO:0044034	3	multi-organism biosynthetic process
GO:0044249	3	cellular biosynthetic process
GO:0044283	3	small molecule biosynthetic process
GO:0044550	3	secondary metabolite biosynthetic process
GO:0051559	3	phlobaphene biosynthetic process
GO:0075251	3	uredospore formation
GO:0075255	3	teliospore formation
GO:1901051	3	atropine biosynthetic process
GO:1901277	3	tartrate biosynthetic process
GO:1901576	3	organic substance biosynthetic process
GO:1901904	3	tyrocidine biosynthetic process
GO:1902422	3	hydrogen biosynthetic process
GO:1903409	3	reactive oxygen species biosynthetic process
GO:0010605	3	negative regulation of macromolecule metabolic process
GO:0010713	3	negative regulation of collagen metabolic process
GO:0031324	3	negative regulation of cellular metabolic process
GO:0031538	3	negative regulation of anthocyanin metabolic process
GO:0032351	3	negative regulation of hormone metabolic process
GO:0044250	3	negative regulation of metabolic activity involved in hibernation
GO:0045833	3	negative regulation of lipid metabolic process
GO:0045912	3	negative regulation of carbohydrate metabolic process
GO:0051354	3	negative regulation of oxidoreductase activity
GO:0060268	3	negative regulation of respiratory burst
GO:0061984	3	catabolite repression
GO:0062014	3	negative regulation of small molecule metabolic process
GO:0120163	3	negative regulation of cold-induced thermogenesis
GO:1900909	3	negative regulation of olefin metabolic process
GO:1905620	3	negative regulation of alpha-(1->3)-fucosyltransferase activity
GO:0010604	3	positive regulation of macromolecule metabolic process
GO:0010714	3	positive regulation of collagen metabolic process
GO:0031325	3	positive regulation of cellular metabolic process
GO:0031539	3	positive regulation of anthocyanin metabolic process
GO:0032352	3	positive regulation of hormone metabolic process
GO:0045834	3	positive regulation of lipid metabolic process
GO:0045913	3	positive regulation of carbohydrate metabolic process
GO:0051353	3	positive regulation of oxidoreductase activity
GO:0060267	3	positive regulation of respiratory burst
GO:0062013	3	positive regulation of small molecule metabolic process
GO:0120162	3	positive regulation of cold-induced thermogenesis
GO:1900910	3	positive regulation of olefin metabolic process
GO:1905621	3	positive regulation of alpha-(1->3)-fucosyltransferase activity
GO:0010712	3	regulation of collagen metabolic process
GO:0031323	3	regulation of cellular metabolic process
GO:0032350	3	regulation of hormone metabolic process
GO:0043455	3	regulation of secondary metabolic process
GO:0051341	3	regulation of oxidoreductase activity
GO:0060255	3	regulation of macromolecule metabolic process
GO:0060263	3	regulation of respiratory burst
GO:0062012	3	regulation of small molecule metabolic process
GO:0080090	3	regulation of primary metabolic process
GO:0120161	3	regulation of cold-induced thermogenesis
GO:1900908	3	regulation of olefin metabolic process
GO:1905619	3	regulation of alpha-(1->3)-fucosyltransferase activity
GO:0006582	3	melanin metabolic process
GO:0009237	3	siderophore metabolic process
GO:0009404	3	toxin metabolic process
GO:0009698	3	phenylpropanoid metabolic process
GO:0018940	3	orcinol metabolic process
GO:0019757	3	glycosinolate metabolic process
GO:0030638	3	polyketide metabolic process
GO:0035836	3	ergot alkaloid metabolic process
GO:0036182	3	asperthecin metabolic process
GO:0042316	3	penicillin metabolic process
GO:0042341	3	cyanogenic glycoside metabolic process
GO:0042810	3	pheromone metabolic process
GO:0046158	3	ocellus pigment metabolic process
GO:0046937	3	phytochelatin metabolic process
GO:1900549	3	N',N'',N'''-triacetylfusarinine C metabolic process
GO:1900555	3	emericellamide metabolic process
GO:1900561	3	dehydroaustinol metabolic process
GO:1900570	3	diorcinol metabolic process
GO:1900573	3	emodin metabolic process
GO:1900576	3	gerfelin metabolic process
GO:1900579	3	(17Z)-protosta-17(20),24-dien-3beta-ol metabolic process
GO:1900582	3	o-orsellinic acid metabolic process
GO:1900585	3	arugosin metabolic process
GO:1900594	3	(+)-kotanin metabolic process
GO:1900597	3	demethylkotanin metabolic process
GO:1900600	3	endocrocin metabolic process
GO:1900603	3	tensidol A metabolic process
GO:1900606	3	tensidol B metabolic process
GO:1900764	3	emericellin metabolic process
GO:1900791	3	shamixanthone metabolic process
GO:1900794	3	terrequinone A metabolic process
GO:1900797	3	cordyol C metabolic process
GO:1900800	3	cspyrone B1 metabolic process
GO:1900803	3	brevianamide F metabolic process
GO:1900810	3	helvolic acid metabolic process
GO:1900813	3	monodictyphenone metabolic process
GO:1900819	3	orlandin metabolic process
GO:1902086	3	fumagillin biosynthetic process
GO:0043414	3	macromolecule methylation
GO:0042168	3	heme metabolic process
GO:0046148	3	pigment biosynthetic process
GO:0046149	3	pigment catabolic process
GO:0046283	3	anthocyanin-containing compound metabolic process
GO:0051550	3	aurone metabolic process
GO:0051552	3	flavone metabolic process
GO:0051558	3	phlobaphene metabolic process
GO:0008211	3	glucocorticoid metabolic process
GO:0008291	3	acetylcholine metabolic process
GO:0009685	3	gibberellin metabolic process
GO:0009692	3	ethylene metabolic process
GO:0009694	3	jasmonic acid metabolic process
GO:0009696	3	salicylic acid metabolic process
GO:0009850	3	auxin metabolic process
GO:0016131	3	brassinosteroid metabolic process
GO:0016486	3	peptide hormone processing
GO:0034754	3	cellular hormone metabolic process
GO:0042403	3	thyroid hormone metabolic process
GO:0070640	3	vitamin D3 metabolic process
GO:1901600	3	strigolactone metabolic process
GO:1901732	3	quercetin metabolic process
GO:1902056	3	(25S)-Delta(7)-dafachronate metabolic process
GO:1902057	3	(25S)-Delta(4)-dafachronate metabolic process
GO:1902124	3	(+)-pinoresinol metabolic process
GO:1902136	3	(-)-secoisolariciresinol metabolic process
GO:0035897	3	proteolysis in other organism
GO:0036210	3	protein modification process in other organism
GO:0039599	3	cleavage by virus of host mRNA
GO:0044037	3	multi-organism cell wall macromolecule metabolic process
GO:0044040	3	multi-organism carbohydrate metabolic process
GO:0044541	3	zymogen activation in other organism
GO:0052214	3	metabolism of substance in other organism involved in symbiotic interaction
GO:0006790	3	sulfur compound metabolic process
GO:0001887	3	selenium compound metabolic process
GO:0006081	3	cellular aldehyde metabolic process
GO:0006082	3	organic acid metabolic process
GO:0006091	3	generation of precursor metabolites and energy
GO:0006413	3	translational initiation
GO:0006575	3	cellular modified amino acid metabolic process
GO:0006725	3	cellular aromatic compound metabolic process
GO:0006730	3	one-carbon metabolic process
GO:0006793	3	phosphorus metabolic process
GO:0072593	3	reactive oxygen species metabolic process
GO:0006805	3	xenobiotic metabolic process
GO:0008218	3	bioluminescence
GO:0010191	3	mucilage metabolic process
GO:0015979	3	photosynthesis
GO:0017144	3	drug metabolic process
GO:0018942	3	organometal metabolic process
GO:0042133	3	neurotransmitter metabolic process
GO:0042180	3	cellular ketone metabolic process
GO:0043094	3	cellular metabolic compound salvage
GO:0043446	3	cellular alkane metabolic process
GO:0043449	3	cellular alkene metabolic process
GO:0043452	3	cellular alkyne metabolic process
GO:0044107	3	cellular alcohol metabolic process
GO:0044255	3	cellular lipid metabolic process
GO:0044260	3	cellular macromolecule metabolic process
GO:0044262	3	cellular carbohydrate metabolic process
GO:0046483	3	heterocycle metabolic process
GO:0046950	3	cellular ketone body metabolic process
GO:0051186	3	cofactor metabolic process
GO:0090345	3	cellular organohalogen metabolic process
GO:0097354	3	prenylation
GO:0110051	3	metabolite repair
GO:2001290	3	hydroperoxide metabolic process
GO:0005975	3	carbohydrate metabolic process
GO:0006099	3	tricarboxylic acid cycle
GO:0006139	3	nucleobase-containing compound metabolic process
GO:0006520	3	cellular amino acid metabolic process
GO:0006629	3	lipid metabolic process
GO:0019538	3	protein metabolic process
GO:0005996	3	monosaccharide metabolic process
GO:0006066	3	alcohol metabolic process
GO:0006766	3	vitamin metabolic process
GO:0018893	3	dibenzofuran metabolic process
GO:0018894	3	dibenzo-p-dioxin metabolic process
GO:0018904	3	ether metabolic process
GO:0019627	3	urea metabolic process
GO:0046292	3	formaldehyde metabolic process
GO:0046454	3	dimethylsilanediol metabolic process
GO:0055086	3	nucleobase-containing small molecule metabolic process
GO:0070276	3	halogen metabolic process
GO:0072338	3	cellular lactam metabolic process
GO:0002679	3	respiratory burst involved in defense response
GO:0030259	3	lipid glycosylation
GO:0036065	3	fucosylation
GO:0043413	3	macromolecule glycosylation
GO:0097502	3	mannosylation
GO:0006482	3	protein demethylation
GO:0080111	3	DNA demethylation
GO:0009812	3	flavonoid metabolic process
GO:0015977	3	carbon fixation
GO:0018885	3	carbon tetrachloride metabolic process
GO:0018899	3	1,2-dichloroethane metabolic process
GO:0018900	3	dichloromethane metabolic process
GO:0018907	3	dimethyl sulfoxide metabolic process
GO:0018938	3	2-nitropropane metabolic process
GO:0018945	3	organosilicon metabolic process
GO:0019499	3	cyanide metabolic process
GO:0019637	3	organophosphate metabolic process
GO:0019695	3	choline metabolic process
GO:1900619	3	acetate ester metabolic process
GO:0035383	3	thioester metabolic process
GO:0042197	3	halogenated hydrocarbon metabolic process
GO:0042620	3	poly(3-hydroxyalkanoate) metabolic process
GO:0043170	3	macromolecule metabolic process
GO:0046500	3	S-adenosylmethionine metabolic process
GO:1900558	3	austinol metabolic process
GO:1900673	3	olefin metabolic process
GO:1901125	3	candicidin metabolic process
GO:1901135	3	carbohydrate derivative metabolic process
GO:1901360	3	organic cyclic compound metabolic process
GO:1901440	3	poly(hydroxyalkanoate) metabolic process
GO:1901568	3	fatty acid derivative metabolic process
GO:1901615	3	organic hydroxy compound metabolic process
GO:1901764	3	phosphinothricin metabolic process
GO:1902061	3	betaine aldehyde metabolic process
GO:1990491	3	methane biosynthetic process from methanol and hydrogen
GO:0002024	3	diet induced thermogenesis
GO:0106106	3	cold-induced thermogenesis
GO:0001788	3	antibody-dependent cellular cytotoxicity
GO:0001910	3	regulation of leukocyte mediated cytotoxicity
GO:0001911	3	negative regulation of leukocyte mediated cytotoxicity
GO:0001912	3	positive regulation of leukocyte mediated cytotoxicity
GO:0001913	3	T cell mediated cytotoxicity
GO:0042267	3	natural killer cell mediated cytotoxicity
GO:0070942	3	neutrophil mediated cytotoxicity
GO:0090634	3	microglial cell mediated cytotoxicity
GO:0051709	3	regulation of killing of cells of other organism
GO:1903659	3	regulation of complement-dependent cytotoxicity
GO:0051711	3	negative regulation of killing of cells of other organism
GO:1903660	3	negative regulation of complement-dependent cytotoxicity
GO:0051712	3	positive regulation of killing of cells of other organism
GO:1903661	3	positive regulation of complement-dependent cytotoxicity
GO:0051715	3	cytolysis in other organism
GO:0051883	3	killing of cells in other organism involved in symbiotic interaction
GO:0001780	3	neutrophil homeostasis
GO:0002260	3	lymphocyte homeostasis
GO:0033023	3	mast cell homeostasis
GO:0035702	3	monocyte homeostasis
GO:0036145	3	dendritic cell homeostasis
GO:0061519	3	macrophage homeostasis
GO:1990959	3	eosinophil homeostasis
GO:1990960	3	basophil homeostasis
GO:0002201	3	somatic diversification of DSCAM-based immune receptors
GO:0002202	3	somatic diversification of variable lymphocyte receptors of jawless fish
GO:0002562	3	somatic diversification of immune receptors via germline recombination within a single locus
GO:0002563	3	somatic diversification of immune receptors via alternate splicing
GO:0002565	3	somatic diversification of immune receptors via gene conversion
GO:0002566	3	somatic diversification of immune receptors via somatic mutation
GO:0002567	3	somatic diversification of FREP-based immune receptors
GO:0002568	3	somatic diversification of T cell receptor genes
GO:0002569	3	somatic diversification of immune receptors by N region addition
GO:0016445	3	somatic diversification of immunoglobulins
GO:0002263	3	cell activation involved in immune response
GO:0002432	3	granuloma formation
GO:0002433	3	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
GO:0002434	3	immune complex clearance
GO:0002443	3	leukocyte mediated immunity
GO:0002522	3	leukocyte migration involved in immune response
GO:0002697	3	regulation of immune effector process
GO:0002698	3	negative regulation of immune effector process
GO:0002699	3	positive regulation of immune effector process
GO:0006956	3	complement activation
GO:0008228	3	opsonization
